제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,요약
신녕향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상북도,영천시," 조선시대 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위해 창건되었다. 창건연대는 미상이며 1592년에 회신되었다가 1615년(광해군 7) 중건하였고, 1686년(숙종 12)에 현재의 위치로 이건하였다. 1970년 대성전을 중수하고 1974년과 1976년에 대대적인 보수가 있었다. 현존하는 건물로는 6칸의 겹처마 맞배지붕으로 된 대성전, 7칸의 겹처마 팔작지붕으로 된 명륜당, 동재(東齋)·서재(西齋) 등으로 구성되어 있으며, 대성전에는 5성(五聖), 송조4현(宋朝四賢), 우리 나라 18현(十八賢)의 위패가 봉안되어"
고성향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,고성군," 경상남도유형문화재 제219호. 1398년(태조 7) 현유(賢儒)의 위패를 봉안하여 배향하고 지방의 중등교육 및 지방민의 교화를 위하여 창건되었다. 임진왜란 때 소실되었다가 1607년 현령 정여린(鄭如麟)과 도감(都監) 이현(李顯) 등에 의해 중건되었다. 1726년(영조 2) 고성군이 통영군과 합쳐짐에 따라 향교도 통영군 선도면 죽림리로 이전되었으며, 1876년 군이 환원되면서 현재의 위치로 다시 이건하고, 1984년에 보수하였다. 현존하는 건물로는 대성전·명륜당·동재·서재·동무(東?)·서무(西?)·풍화루(風化樓)·수복청(守僕廳)·"
거창향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,거창군," 1415년(태종 15)에 현유(賢儒)의 위패를 봉안, 배향하고 지방의 중등교육과 지방민의 교화를 위해 창건되었다. 1415년에 대성전을 설립하고 1572년에 현감 서의(徐誼)가 중건하였으며, 1574년에는 현감 장문한(張文翰)이 명륜당을 건립하였다. 그 뒤 임진왜란 때 소실되었다가 1623년에 대성전을 중건하고 1714년에는 현감 김시빈(金始?)이 대성전 앞에 춘풍루(春風樓)를 건립하였다. 1748년에 도유사(都有司) 김천분이 현재의 위치로 이건하고 1809년에 도유사 이상조(李尙朝)가 중건하였다. 1840년에 도유사 이준옥(李埈"
곤양향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,사천시," 창건연대는 미상이나, 현유(賢儒)의 위패를 봉안, 배향하고 지방의 중등교육과 지방민의 교화를 위하여 당시 교동(校洞)에 창건되었다. 1807년에 위치가 좁고 나쁘다 하여, 곤양군수 신오(申晤)가 향유(鄕儒)들과 함께 현 위치로 이건하였다. 1822년 대성전을 중수하였고, 1947년 화재로 소실된 풍화루(風化樓)를 재건하였으며, 1975년 내삼문(內三門)과 명륜당을 보수하였다. 현존하는 건물은 5칸의 대성전과 7칸의 명륜당, 전직사(殿直舍)·동재(東齋)·풍화루·내삼문(內三門)·외삼문(外三門) 등이 있다. 대성전에는 5성(五聖)·송조"
단성향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,산청군," 고려 인종 때 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 창건 당시 강루리 구인동에 있었으나, 세종 때 이 지방에서 문가학(文可學)의 변란이 있고 난 뒤 서쪽 산기슭으로 옮겼다. 1728년(영조 4) 장의(掌議) 권대익(權大益)과 재임(齋任) 유응명(柳應明)·김영(金泳) 등이 명륜당을 중건하였으며, 1740년 이여옥(李如玉)·권전(權0x9B9C) 등이 대성전을 중수하였다. 1752년에 현 위치로 이건하였고, 1794년(정조 18)과 1841년(헌종 7)에 각각 대성전을 중수하였다. 1895년("
마산향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,창원시," 마산시 진동면 교동리 교동마을 입구에 있다. 1414년(태종 14) 진해현이 설치되면서 진해향교로서 창건되었으나 임진왜란 때 방화로 소실되었다. 이후 인조 때 재건하였으나 1920년 일제의 강압으로 철폐되었고, 다시 1993년에 창원군향교로 재건되어 1995년 마산향교로 개칭하였다. 입구의 외삼문(外三門)은 맞배지붕을 올린 솟을삼문이며, 학문을 강의하는 명륜당은 정면 5칸 규모의 팔작지붕 건물이다. 대성전은 정면 3칸 규모의 맞배지붕 건물로 이곳에서는 공자의 제사를 지낸다. 향교의 바깥에는 하마비(下馬碑)와 1990년에 세워진 신"
밀양향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,밀양시," 고려말 조선초경 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 창건연대는 미상이며, 임진왜란 때 소실되었다가 1602년(선조 35) 부사 최기(崔沂)가 중창하였다. 현존하는 건물 중 1602년 중창 당시의 건물은 대성전뿐으로, 1821년(순조 21) 부사 이현성(李玄姓)이 중수하였다. 그 밖의 건물들은 이후에 중건된 것이다. 이 향교는 영남지방에서 경주향교·진주향교와 함께 규모가 크기로 유명하다. 현존하는 건물로는 맞배지붕의 목조기와로 된 대성전과 명륜당·동재(東齋)·서재(西齋)·동무(東?)·서무"
사천향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,사천시," 1421년(세종 3) 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 임진왜란 때 소실되었다가 1645년(인조 23)에 중건하였다. 1664년 안혜원이 대성전을 중건하였고 1914년 최필민(崔?敏)이 교궁(校宮)을 중수하였다. 현존하는 건물로는 9칸의 대성전, 6칸의 명륜당, 각 4칸의 동재(東齋)와 서재(西齋), 7칸의 전사실(典祀室), 5칸의 풍화루(風化樓), 내삼문(內三門)·외삼문(外三門) 등이 있다. 대성전에는 5성(五聖), 송조2현(宋朝二賢), 우리나라 18현(十八賢)의 위패가 봉안되어 있"
산청향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,산청군," 1440년(세종 22) 현유(賢儒)의 위패를 봉안하고 지방민의 교육과 교화를 위하여 창건되었다. 임진왜란 때 일부 소실되었다가 복원하였던 것을, 1597년 정유재란 때 완전 소실되어 1601년에 옮겨 세웠다. 1636년 병자호란으로 소실되어 1755년(영조 31) 현재의 위치에 중건하였다. 1806년에 명륜당을 중수하고 1870년 대성전, 1874년 명륜당을 각각 중수하였다. 그뒤 여러 차례의 중수와 개수를 거쳐 오늘에 이르고 있다. 현존하는 건물로는 5칸의 대성전, 5칸의 동재(東齋), 7칸의 명륜당, 4칸의 욕기루(浴沂樓), "
삼가향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,합천군," 조선 세종 때 현유(賢儒)의 위패를 봉안하고 지방민의 교육과 교화를 위하여 창건되었다. 1520년(중종 15) 명륜당을 보수하였으며, 임진왜란 때 소실되었다가 1612년(광해군 4)에 중건되었다. 1826년 정우용(鄭友容)이 대성전을 현재의 위치로 이건하였으며, 이 때 풍화루(風化樓)와 흥학당(興學堂)을 중수하였다. 현존하는 건물로는 5칸의 대성전, 8칸의 명륜당, 5칸의 풍화루, 내삼문(內三門) 등이 있으며, 대성전에는 5성(五聖), 송조4현(宋朝四賢), 우리나라 18현(十八賢)의 위패가 봉안되어 있다. 조선시대는 국가로부터 토"
안의향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,함양군," 1473년(성종 4)에 현유(賢儒)의 위패를 봉안, 배향하고 지방의 교육과 지방민의 교화를 위하여 창건되었다. 정유재란 때 소실되었다가 1607년(선조 40) 중건하였으며, 1729년(영조 5) 안음현의 혁읍(革邑)으로 폐지되었다가 1736년 이성택·최태희 등의 건의로 재건되었다. 1818년(순조 18)에 현감 조길원(趙吉源), 1826년에 현감 유장주(兪長柱), 1864년(고종 1)에 사인(士人) 김경순(金慶淳)이 각각 중수하였다. 1866년에는 대성전내 삼문(三門)을 중건하였고, 1873년에 윤수동(尹秀東)과 박재항(朴在恒)이"
양산향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,양산시," 1406년(태종 6)에 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 임진왜란 때 소실되었으나 위패는 유생 정호인(鄭好仁)이 송림정결처(松林淨潔處)에 매안(埋安)하여 화를 면하였다. 현존하는 건물로는 3칸의 대성전, 각 3칸의 동무·서무, 5칸의 청원재(淸源齋), 3칸의 풍영루 등이 있다. 대성전에는 5성(五聖), 10철(十哲), 송조6현(宋朝六賢), 우리나라 18현(十八賢)의 위패가 봉안되어 있다. 조선시대에는 국가로부터 토지와 전적·노비 등을 지급받아 교관 1명이 정원 30명의 교생을 가르쳤으"
의령향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,의령군," 1617년(광해군 9)에 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 1772년(영조 48)에 주지영(朱之榮)이 중수하였으며, 1950년 6·25동란시 파손된 것을 1975년 전교(典校) 이응수(李應洙)와 이 지역 유림들이 중수하였다. 현존하는 건물로는 6칸의 대성전, 5칸의 명륜당, 각 6칸의 동재(東齋)와 서재(西齋), 4칸의 양현재(養賢齋), 외삼문(外三門), 존덕재(尊德齋) 등이 있다. 대성전에는 5성(五聖), 송조4현(宋朝四賢), 우리나라 18현(十八賢)의 위패가 봉안되어 있다. 조선시"
진주향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,진주시," 고려 말 조선 초 경 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 1398년(태조 7)에 중건하였으며, 1558년(명종 13) 목사 김홍(金泓)이 대성전·동무(東?)·서무(西?)를 중수하고 명륜당·동재(東齋)·서재(西齋)·풍화루(風化樓)를 신축하였다. 임진왜란 때 소실되었다가 1603년(선조 36) 병사(兵使) 이수일(李守一)이 대성전을 중건하였고, 1644년(인조 22) 병사 김태허(金太虛)가 명륜당, 동·서재를 중건하였다. 1811년(순조 11)과 1907년에 중수하였고 1979년 동·서재를"
창원향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,창원시," 고려 충렬왕 때 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 1705년(숙종 31) 읍(邑)을 옮기자는 논의가 있어 향교를 부(府)의 서쪽 청룡산 아래로 옮겼다. 그 뒤 1748년(영조 24) 지부(知府) 이윤덕(李潤德)이 부임하자 향교의 이건을 건의, 다음해에 교임(校任) 정한걸(鄭漢杰)·조대연(曺大淵)·김광정(金光鼎) 등의 노력으로 현재의 위치에 이건하였다. 1780년(정조 4) 유생 김규혁(金奎爀)의 힘으로 명륜당을 중수하였고, 1841년(헌종 7) 퐁화루(風化樓)와 서재(西齋)를 중수하였"
초계향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,합천군," 1628년(인조 6) 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 1843년(헌종 9) 현감 김선영(金善永)이 중수하였으며, 그 밖의 자세한 기록은 남아 있지 않다. 현존하는 건물로는 5칸의 대성전, 각 4칸의 동무(東?)와 서무(西?), 내삼문(內三門), 7칸의 명륜당, 5칸의 풍화루(風化樓) 등이 있다. 대성전에는 5성(五聖), 10철(十哲), 송조6현(宋朝六賢)의 위패를, 동무·서무에는 우리나라 18현(十八賢)의 위패를 봉안하고 있다. 조선시대에는 국가로부터 토지와 전적·노비 등을 지급받아"
통영향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,통영시," 1901년에 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 자세한 기록은 전하지 않으며, 현재까지 4차례에 걸쳐 중수되었다. 경내의 건물로는 6칸의 대성전, 각 4칸의 동무(東?)와 서무(西?), 7칸의 명륜당, 각 6칸의 동재(東齋)와 서재(西齋), 6칸의 풍화루(風化樓), 고직사(庫直舍), 내삼문(內三門) 등이 있다. 대성전에는 5성(五聖), 송조4현(宋朝四賢), 우리나라 18현(十八賢)의 위패가 봉안되어 있다. 조선시대에는 국가로부터 토지와 전적·노비 등을 지급받아 교관 1명이 정원 30명의"
하동향교,인문(문화/예술/역사),역사관광지,유적지/사적지,경상남도,하동군," 조선시대 현유(賢儒)의 위패를 봉안, 배향하고 지방민의 교육과 교화를 위하여 창건되었다. 창건 연대는 미상이며, 1730년(영조 6)에 부사 정덕명(鄭德鳴)이 횡보면 내기동에서 진답면 나동 성전골로 대성전(大成殿)만을 이건하였고, 1736년 부사 민진기(閔鎭箕)가 현재의 위치로 교궁(校宮)을 이건하였다. 그 뒤 1744년 부사 전천상(田天祥)이 나동의 문묘를 현 위치로 옮겨와 향교의 모습을 제대로 갖추게 되었다. 정조 때에 공진필(孔晉弼)이 중국에 들어가 성묘(聖廟)의 제기와 제복의 제작을 모방하여 서적 3,000권과 답(畓)을 "
